G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,WLS,INN2_teampit,BF,AB_pit,HIT_pit,H2_pit,H3_pit,HR_pit,SB_pit,BB_pit,KK_pit,GD_pit,R,ER_teampit,WLS_changed,INN2_sp,ER_sp,AB_bat,RBI,RUN,HIT_bat,H2_bat,H3_bat,HR_bat,SB_bat,BB_bat,KK_bat,GD_bat,ERR,LOB,ERA,AVG_bat,AVG_pit,OPS_bat,OPS_pit,wOBA_bat,wOBA_pit,FIP,WHIP,ISO,PE,3hal
20180624OBSS0,20180624,SS,OB,B,L,27,167,42,17,6,0,4,1,3,9,0,12,12,0,14,4,43,7,7,14,6,0,1,0,2,10,0,0,11,12.0,0.32558139534883723,0.40476190476190477,0.9069767441860465,1.3095238095238095,0.3851111111111111,0.5404444444444445,7.777777777777778,2.2222222222222223,0.20930232558139536,0.2538860103626943,2
20180626SSHH0,20180626,SS,HH,T,W,24,137,30,7,2,0,1,0,3,8,1,2,2,1,18,1,37,13,13,15,4,0,3,1,5,2,2,0,4,2.25,0.40540540540540543,0.23333333333333334,1.2972972972972974,0.7333333333333333,0.5226190476190476,0.3112121212121212,3.75,1.25,0.35135135135135137,0.976878612716763,2
20180627SSHH0,20180627,SS,HH,T,L,24,125,32,9,3,0,0,2,2,4,1,4,4,0,18,2,34,0,0,7,1,0,0,0,5,8,0,1,12,4.5,0.20588235294117646,0.28125,0.5882352941176471,0.71875,0.25794871794871793,0.30970588235294116,2.75,1.375,0.029411764705882353,0.0,2
20180628SSHH0,20180628,SS,HH,T,L,24,158,30,6,0,0,2,2,8,5,0,8,2,0,20,1,34,3,3,10,1,0,1,0,7,8,2,3,11,2.25,0.29411764705882354,0.2,0.9117647058823529,0.8666666666666667,0.3736585365853658,0.3494736842105263,8.0,1.75,0.11764705882352941,0.1232876712328767,2
20180629WOSS0,20180629,SS,WO,B,L,27,155,38,10,1,0,1,3,2,6,0,8,7,0,13,6,37,7,7,11,2,0,4,1,0,5,0,0,3,7.0,0.2972972972972973,0.2631578947368421,0.972972972972973,0.6842105263157895,0.41594594594594597,0.29674999999999996,3.7777777777777777,1.3333333333333333,0.3783783783783784,0.4336283185840708,2
20180701WOSS0,20180701,SS,WO,B,L,27,136,35,8,1,0,2,0,1,9,0,3,3,0,12,3,33,0,1,7,0,0,0,0,2,4,2,0,7,3.0,0.21212121212121213,0.22857142857142856,0.48484848484848486,0.6857142857142857,0.21742857142857144,0.2947222222222222,4.222222222222222,1.0,0.0,0.1,2
20180704SSKT0,20180704,SS,KT,T,L,24,123,35,13,3,1,0,0,0,3,1,6,3,0,11,3,37,5,5,13,1,0,0,0,3,6,1,1,8,3.375,0.35135135135135137,0.37142857142857144,0.8108108108108109,0.8857142857142857,0.3505,0.38400000000000006,2.25,1.625,0.02702702702702703,0.4098360655737705,2
20180705SSKT0,20180705,SS,KT,T,D,36,173,43,9,0,0,1,1,1,13,0,2,2,0,21,2,39,2,2,6,2,1,1,2,6,11,2,0,6,1.5,0.15384615384615385,0.20930232558139536,0.6410256410256411,0.5116279069767442,0.2706666666666667,0.22522727272727272,2.1666666666666665,0.8333333333333334,0.1794871794871795,0.5,2
20180706SSOB0,20180706,SS,OB,T,L,24,170,43,20,4,1,1,1,6,9,1,13,12,0,10,8,37,6,6,11,2,0,1,0,0,3,0,1,6,13.5,0.2972972972972973,0.46511627906976744,0.7297297297297297,1.2790697674418605,0.3178378378378378,0.5183673469387755,4.625,3.25,0.13513513513513514,0.17560975609756097,2
20180707SSOB0,20180707,SS,OB,T,L,24,152,30,9,1,0,1,1,7,2,2,8,8,0,18,3,33,2,3,10,2,0,0,0,4,5,2,0,8,9.0,0.30303030303030304,0.3,0.7878787878787878,0.9666666666666667,0.33567567567567563,0.39,6.75,2.0,0.06060606060606061,0.1232876712328767,2
20180708SSOB0,20180708,SS,OB,T,W,27,171,37,11,1,0,0,0,4,10,0,1,1,1,15,1,44,11,11,19,2,0,0,1,4,3,0,1,13,1.0,0.4318181818181818,0.2972972972972973,1.0,0.7297297297297297,0.425625,0.3153658536585366,2.111111111111111,1.6666666666666667,0.045454545454545456,0.9918032786885246,2
20180710LTSS0,20180710,SS,LT,B,W,27,162,36,10,0,0,1,0,2,9,0,3,3,1,15,3,32,5,6,9,1,1,1,1,3,9,1,0,5,3.0,0.28125,0.2777777777777778,0.84375,0.6944444444444444,0.3542857142857143,0.30236842105263156,3.111111111111111,1.3333333333333333,0.1875,0.8,2
20180711LTSS0,20180711,SS,LT,B,W,27,131,33,9,0,0,1,1,2,9,1,2,2,1,20,2,32,3,4,10,0,1,1,1,2,10,1,0,7,2.0,0.3125,0.2727272727272727,0.84375,0.696969696969697,0.3594117647058824,0.3028571428571428,3.111111111111111,1.2222222222222223,0.15625,0.8,2
20180712LTSS0,20180712,SS,LT,B,W,27,164,36,11,2,0,0,1,4,10,1,4,3,1,6,2,36,7,8,13,3,0,1,2,4,5,0,0,9,3.0,0.3611111111111111,0.3055555555555556,1.0,0.7777777777777778,0.417,0.33275,2.111111111111111,1.6666666666666667,0.16666666666666666,0.8,2
20180717SSHT0,20180717,SS,HT,T,L,24,162,32,10,1,1,1,0,5,8,1,6,6,0,16,2,36,2,3,9,0,0,0,1,0,9,0,0,6,6.75,0.25,0.3125,0.5,0.96875,0.2225,0.3964864864864865,4.5,1.875,0.0,0.2,2
20180718SSHT0,20180718,SS,HT,T,W,27,143,30,5,0,0,0,0,4,6,1,1,1,1,20,1,38,7,7,13,1,0,3,0,0,1,1,0,6,1.0,0.34210526315789475,0.16666666666666666,0.9473684210526315,0.4666666666666667,0.41,0.21205882352941177,3.0,1.0,0.2631578947368421,0.98,2
20180719SSHT0,20180719,SS,HT,T,W,27,159,36,11,0,0,0,0,4,2,1,2,2,1,15,2,36,6,6,11,1,0,3,1,6,4,1,1,8,2.0,0.3055555555555556,0.3055555555555556,1.0555555555555556,0.7222222222222222,0.42714285714285716,0.31375000000000003,3.888888888888889,1.6666666666666667,0.2777777777777778,0.9,2
20180720HHSS0,20180720,SS,HH,B,L,27,130,31,7,1,0,1,2,3,8,1,1,1,0,21,1,28,0,0,4,1,0,0,0,7,7,2,0,8,1.0,0.14285714285714285,0.22580645161290322,0.5714285714285714,0.6774193548387096,0.25057142857142856,0.2908823529411764,3.6666666666666665,1.1111111111111112,0.03571428571428571,0.0,2
20180721HHSS0,20180721,SS,HH,B,W,27,140,35,10,2,0,1,0,3,10,2,3,3,1,18,0,37,3,4,10,0,0,0,1,5,8,0,0,13,3.0,0.2702702702702703,0.2857142857142857,0.6756756756756757,0.8,0.29404761904761906,0.3405263157894737,3.2222222222222223,1.4444444444444444,0.0,0.64,1
20180722HHSS0,20180722,SS,HH,B,W,27,138,33,7,1,0,0,0,5,5,1,4,3,1,18,3,28,5,5,7,2,0,1,0,5,8,1,1,5,3.0,0.25,0.21212121212121213,0.8571428571428571,0.6060606060606061,0.353030303030303,0.2647368421052631,3.5555555555555554,1.3333333333333333,0.17857142857142858,0.6097560975609756,2
20180724SSLG0,20180724,SS,LG,T,W,27,120,34,8,1,0,1,0,1,6,1,1,1,1,18,0,37,11,11,11,3,0,3,1,7,8,0,0,6,1.0,0.2972972972972973,0.23529411764705882,1.1081081081081081,0.6176470588235294,0.4406818181818182,0.2685714285714285,3.4444444444444446,1.0,0.32432432432432434,0.9918032786885246,2
20180725SSLG0,20180725,SS,LG,T,W,27,151,34,7,1,0,0,3,1,10,0,0,0,1,21,0,32,1,1,7,1,0,0,1,0,7,0,1,6,0.0,0.21875,0.20588235294117646,0.46875,0.47058823529411764,0.20656249999999998,0.20857142857142855,1.1111111111111112,0.8888888888888888,0.03125,1.0,2
20180726SSLG0,20180726,SS,LG,T,L,25,140,32,9,2,0,2,0,3,7,0,7,7,0,15,4,37,5,5,12,1,0,1,2,0,10,2,0,5,7.56,0.32432432432432434,0.28125,0.7567567567567568,0.90625,0.3316216216216216,0.3788571428571428,5.52,1.44,0.10810810810810811,0.33783783783783783,2
20180727HTSS0,20180727,SS,HT,B,W,33,164,50,20,1,0,2,0,0,8,2,10,10,1,14,6,53,10,11,24,3,1,0,1,12,10,2,0,22,8.181818181818182,0.4528301886792453,0.4,1.2264150943396226,0.94,0.48476923076923073,0.41200000000000003,3.909090909090909,1.8181818181818181,0.09433962264150944,0.5475113122171946,2
20180728HTSS0,20180728,SS,HT,B,W,27,173,34,7,0,0,1,2,6,14,0,2,2,1,21,2,31,3,3,9,2,0,1,1,4,9,0,1,9,2.0,0.2903225806451613,0.20588235294117646,0.8709677419354839,0.6764705882352942,0.364,0.2895,3.3333333333333335,1.4444444444444444,0.16129032258064516,0.6923076923076923,2
20180729HTSS0,20180729,SS,HT,B,W,27,153,30,4,1,0,1,0,5,4,0,1,1,1,15,0,39,13,13,15,4,0,5,0,4,6,0,0,5,1.0,0.38461538461538464,0.13333333333333333,1.358974358974359,0.5666666666666667,0.5506976744186046,0.2457142857142857,5.222222222222222,1.0,0.48717948717948717,0.9941176470588236,2
20180731NCSS0,20180731,SS,NC,B,D,36,220,45,12,1,0,1,5,6,13,1,4,2,0,21,1,44,4,4,11,0,0,0,2,5,9,1,2,10,1.5,0.25,0.26666666666666666,0.6136363636363636,0.7555555555555555,0.2702040816326531,0.32176470588235295,3.4166666666666665,1.5,0.0,0.5,2
20180801NCSS0,20180801,SS,NC,B,L,27,175,39,12,4,1,4,0,4,7,0,9,9,0,10,7,33,5,5,5,2,0,1,0,5,12,0,0,6,9.0,0.15151515151515152,0.3076923076923077,0.6060606060606061,1.1794871794871795,0.25973684210526315,0.47744186046511633,8.555555555555555,1.7777777777777777,0.15151515151515152,0.2358490566037736,2
20180802NCSS0,20180802,SS,NC,B,W,27,142,36,11,1,2,0,0,2,7,1,2,2,1,18,0,31,2,3,10,1,0,1,3,2,7,3,1,6,2.0,0.3225806451612903,0.3055555555555556,0.8387096774193549,0.8055555555555556,0.3596969696969697,0.3423684210526316,2.111111111111111,1.4444444444444444,0.12903225806451613,0.6923076923076923,2
20180804SSLT0,20180804,SS,LT,T,L,24,150,31,10,3,0,1,2,5,4,0,5,5,0,17,3,34,4,4,10,2,0,0,2,8,8,0,0,12,5.625,0.29411764705882354,0.3225806451612903,0.8823529411764706,1.0,0.36142857142857143,0.4083333333333333,5.5,1.875,0.058823529411764705,0.3902439024390244,2
20180805SSLT0,20180805,SS,LT,T,W,27,152,35,10,1,0,1,1,2,8,2,2,2,1,18,2,37,8,8,12,1,0,3,1,4,8,0,0,8,2.0,0.32432432432432434,0.2857142857142857,1.027027027027027,0.7428571428571429,0.42560975609756097,0.3208108108108108,3.3333333333333335,1.3333333333333333,0.2702702702702703,0.9411764705882353,2
20180807SSSK0,20180807,SS,SK,T,W,27,187,35,9,2,0,1,0,6,9,0,8,8,1,4,3,40,10,10,16,2,0,2,0,7,6,0,0,11,8.0,0.4,0.2571428571428571,1.175,0.8285714285714286,0.4734042553191489,0.344390243902439,4.444444444444445,1.6666666666666667,0.2,0.6097560975609756,2
20180808SSSK0,20180808,SS,SK,T,L,24,191,36,14,4,0,2,1,9,5,1,12,11,0,15,3,29,0,0,3,0,0,0,0,1,10,1,1,3,12.375,0.10344827586206896,0.3888888888888889,0.2413793103448276,1.3055555555555556,0.112,0.5024444444444444,8.375,2.875,0.0,0.0,2
20180809SSLG0,20180809,SS,LG,T,W,27,143,36,12,1,0,2,0,2,4,2,6,6,1,9,4,40,8,9,15,2,2,0,2,2,7,1,0,8,6.0,0.375,0.3333333333333333,0.95,0.9166666666666666,0.40357142857142864,0.3910526315789474,5.666666666666666,1.5555555555555556,0.15,0.6923076923076923,2
20180810SSLG0,20180810,SS,LG,T,L,24,162,34,12,4,0,0,1,5,6,1,12,10,0,17,8,40,9,10,15,0,1,1,0,8,8,0,2,13,11.25,0.375,0.35294117647058826,1.075,0.9705882352941176,0.4335416666666667,0.4012820512820513,3.375,2.125,0.125,0.4098360655737705,3
20180811NCSS0,20180811,SS,NC,B,L,27,153,37,10,4,0,1,1,4,7,0,7,7,0,15,7,32,1,1,5,0,1,0,0,3,7,0,1,7,7.0,0.15625,0.2702702702702703,0.46875,0.8378378378378378,0.20714285714285716,0.35097560975609754,4.222222222222222,1.5555555555555556,0.0625,0.02,2
20180812NCSS0,20180812,SS,NC,B,W,27,141,34,8,2,0,1,0,2,10,1,2,2,1,18,2,32,9,9,10,0,0,2,1,5,3,1,1,5,2.0,0.3125,0.23529411764705882,0.96875,0.6764705882352942,0.39918918918918916,0.29083333333333333,2.888888888888889,1.1111111111111112,0.1875,0.9529411764705882,2
20180814WOSS0,20180814,SS,WO,B,L,27,230,46,19,3,0,2,1,8,11,0,11,11,0,5,5,39,9,10,13,2,0,3,2,4,4,0,0,7,11.0,0.3333333333333333,0.41304347826086957,1.0512820512820513,1.1956521739130435,0.4353488372093023,0.4812962962962963,6.111111111111111,3.0,0.28205128205128205,0.45248868778280543,2
20180815WOSS0,20180815,SS,WO,B,L,27,155,34,10,2,0,0,2,2,9,1,3,3,0,21,3,31,2,2,7,1,0,1,0,1,8,1,1,3,3.0,0.22580645161290322,0.29411764705882354,0.6129032258064516,0.7058823529411765,0.2659375,0.30666666666666664,1.6666666666666667,1.3333333333333333,0.12903225806451613,0.3076923076923077,2
20180816HHSS0,20180816,SS,HH,B,W,27,134,30,5,2,0,0,0,2,9,1,2,2,1,21,2,28,3,5,6,2,0,1,1,6,8,2,0,6,2.0,0.21428571428571427,0.16666666666666666,0.8214285714285714,0.4666666666666667,0.3367647058823529,0.2059375,1.6666666666666667,0.7777777777777778,0.17857142857142858,0.8620689655172413,2
20180904SSNC0,20180904,SS,NC,T,W,27,120,31,6,2,0,1,0,1,6,2,3,3,1,19,3,37,5,5,9,1,0,0,1,8,11,0,0,13,3.0,0.24324324324324326,0.1935483870967742,0.7297297297297297,0.5806451612903226,0.3091111111111111,0.25,3.4444444444444446,0.7777777777777778,0.02702702702702703,0.7352941176470589,1
20180905SSNC0,20180905,SS,NC,T,W,27,126,27,2,0,0,1,0,4,8,2,3,3,1,18,2,32,5,5,8,2,0,0,1,6,6,2,0,7,3.0,0.25,0.07407407407407407,0.75,0.4074074074074074,0.3163157894736842,0.18548387096774194,4.0,0.6666666666666666,0.0625,0.7352941176470589,1
20180906OBSS0,20180906,SS,OB,B,L,27,165,35,9,3,0,1,1,7,6,0,6,6,0,21,3,32,2,2,7,2,0,1,0,1,10,2,0,4,6.0,0.21875,0.2571428571428571,0.625,0.8857142857142857,0.2693939393939394,0.3616666666666667,5.444444444444445,1.7777777777777777,0.15625,0.1,1
20180907OBSS0,20180907,SS,OB,B,L,27,163,37,11,1,0,2,1,6,12,1,7,6,0,20,4,34,2,2,9,1,0,1,0,4,6,1,1,9,6.0,0.2647058823529412,0.2972972972972973,0.7647058823529411,0.9459459459459459,0.3252631578947368,0.38906976744186045,5.222222222222222,1.8888888888888888,0.11764705882352941,0.07547169811320754,1
20180908SSHT0,20180908,SS,HT,T,L,24,162,34,12,0,1,3,1,5,6,1,12,11,0,14,10,34,4,4,8,2,0,0,0,3,6,1,0,6,12.375,0.23529411764705882,0.35294117647058826,0.6176470588235294,1.1764705882352942,0.2689189189189189,0.47410256410256413,8.25,2.125,0.058823529411764705,0.1,2
20180909SSHT0,20180909,SS,HT,T,W,27,161,32,4,1,1,1,0,5,9,0,5,5,1,6,4,36,6,6,9,0,0,1,1,6,10,0,1,8,5.0,0.25,0.125,0.75,0.59375,0.3180952380952381,0.25216216216216214,4.111111111111111,1.0,0.08333333333333333,0.5901639344262295,1
20180911HHSS0,20180911,SS,HH,B,L,36,195,47,12,0,0,3,2,4,16,0,8,8,0,18,4,47,7,7,12,1,0,1,1,3,9,0,1,7,6.0,0.2553191489361702,0.2553191489361702,0.6595744680851063,0.7872340425531915,0.2868,0.3347058823529412,4.583333333333333,1.3333333333333333,0.0851063829787234,0.4336283185840708,3
20180912HHSS0,20180912,SS,HH,B,L,27,152,36,9,1,0,3,0,4,10,0,7,7,0,12,7,29,3,3,6,0,0,1,1,5,6,4,1,4,7.0,0.20689655172413793,0.25,0.6896551724137931,0.8888888888888888,0.29411764705882354,0.36950000000000005,6.444444444444445,1.4444444444444444,0.10344827586206896,0.15517241379310345,1
20180913LGSS0,20180913,SS,LG,B,L,27,161,35,12,2,0,1,0,7,5,0,6,6,0,15,5,37,4,5,10,3,0,0,0,3,10,1,0,8,6.0,0.2702702702702703,0.34285714285714286,0.7027027027027027,1.0285714285714285,0.30275,0.4161904761904762,5.666666666666666,2.111111111111111,0.08108108108108109,0.4098360655737705,2
20180914LGSS0,20180914,SS,LG,B,W,27,128,30,3,1,0,1,1,3,5,0,1,1,1,21,1,31,6,6,9,1,0,3,0,2,10,1,0,3,1.0,0.2903225806451613,0.1,0.967741935483871,0.43333333333333335,0.40606060606060607,0.19181818181818183,4.333333333333333,0.6666666666666666,0.3225806451612903,0.972972972972973,2
20180915SSKT0,20180915,SS,KT,T,W,27,165,37,12,1,0,1,0,4,4,2,5,5,1,18,3,41,7,7,14,1,1,1,0,2,8,0,0,10,5.0,0.34146341463414637,0.32432432432432434,0.8780487804878049,0.8648648648648649,0.37581395348837215,0.36658536585365853,4.888888888888889,1.7777777777777777,0.14634146341463414,0.6621621621621622,2
20180916SSKT0,20180916,SS,KT,T,L,24,141,30,11,1,0,0,0,3,5,1,4,4,0,16,3,34,2,2,8,2,0,0,2,4,8,0,0,9,4.5,0.23529411764705882,0.36666666666666664,0.6470588235294118,0.8666666666666667,0.28,0.3709090909090909,2.875,1.75,0.058823529411764705,0.2,2
20180918HTSS0,20180918,SS,HT,B,L,27,182,42,16,2,0,3,0,9,6,1,18,16,0,12,8,34,3,3,7,2,0,1,0,3,9,0,2,7,16.0,0.20588235294117646,0.38095238095238093,0.6470588235294118,1.2380952380952381,0.27756756756756756,0.48705882352941177,9.0,2.7777777777777777,0.14705882352941177,0.02702702702702703,2
20180919HTSS0,20180919,SS,HT,B,W,27,159,38,13,1,0,3,1,4,6,1,8,8,1,9,0,41,8,9,15,3,0,3,3,4,13,0,0,10,8.0,0.36585365853658536,0.34210526315789475,1.1219512195121952,1.0526315789473684,0.4640000000000001,0.43666666666666665,7.333333333333333,1.8888888888888888,0.2926829268292683,0.5586206896551724,2
20180920SSWO0,20180920,SS,WO,T,L,24,131,33,10,5,0,0,1,6,7,0,3,3,0,20,3,37,2,2,10,0,0,2,2,4,7,0,0,12,3.375,0.2702702702702703,0.30303030303030304,0.8108108108108109,0.9393939393939394,0.34341463414634144,0.38307692307692304,3.5,2.0,0.16216216216216217,0.3076923076923077,2
20180921SSWO0,20180921,SS,WO,T,W,27,155,37,10,2,0,1,0,2,12,0,3,3,1,21,3,38,9,10,15,2,0,1,2,6,8,1,0,9,3.0,0.39473684210526316,0.2702702702702703,1.0789473684210527,0.7297297297297297,0.4422727272727273,0.3141025641025641,2.4444444444444446,1.3333333333333333,0.13157894736842105,0.9174311926605505,2
20180922LTSS0,20180922,SS,LT,B,L,27,181,36,9,2,0,2,0,4,11,0,5,5,0,18,1,34,2,2,8,3,1,1,1,2,10,0,1,7,5.0,0.23529411764705882,0.25,0.7647058823529411,0.8333333333333334,0.32166666666666666,0.34875,4.777777777777778,1.4444444444444444,0.23529411764705882,0.13793103448275862,2
20180923LTSS0,20180923,SS,LT,B,W,27,124,32,7,1,0,0,0,5,6,2,2,2,1,16,2,31,5,5,8,1,0,1,1,0,6,0,1,4,2.0,0.25806451612903225,0.21875,0.6451612903225806,0.625,0.28096774193548385,0.27189189189189183,3.3333333333333335,1.3333333333333333,0.12903225806451613,0.8620689655172413,2
20180925SSHH0,20180925,SS,HH,T,W,27,121,31,6,0,0,1,1,2,7,2,1,1,1,21,1,32,6,8,10,2,0,3,1,7,3,2,0,7,1.0,0.3125,0.1935483870967742,1.1875,0.5483870967741935,0.46461538461538465,0.2403030303030303,3.5555555555555554,0.8888888888888888,0.34375,0.9846153846153847,2
20180926SSHH0,20180926,SS,HH,T,L,24,126,32,9,0,0,5,0,1,5,0,8,7,0,15,4,35,4,4,9,1,1,1,2,5,5,0,1,9,7.875,0.2571428571428571,0.28125,0.8285714285714286,1.0625,0.3445,0.44696969696969696,10.25,1.25,0.17142857142857143,0.2,2
20180927KTSS0,20180927,SS,KT,B,W,27,157,36,12,1,0,2,0,6,10,1,6,6,1,15,1,35,7,7,12,0,2,2,0,2,7,0,0,6,6.0,0.34285714285714286,0.3333333333333333,1.0285714285714285,1.0277777777777777,0.43081081081081085,0.41952380952380947,5.666666666666666,2.0,0.2857142857142857,0.5764705882352941,2
20180928KTSS0,20180928,SS,KT,B,D,36,215,47,14,1,0,2,3,6,11,1,5,5,0,16,3,47,5,5,13,1,0,2,1,3,8,0,0,10,3.75,0.2765957446808511,0.2978723404255319,0.7659574468085106,0.8723404255319149,0.32880000000000004,0.3660377358490566,4.833333333333333,1.6666666666666667,0.14893617021276595,0.5,2
20180929SKSS0,20180929,SS,SK,B,W,27,140,33,7,0,0,2,1,4,9,1,3,3,1,18,3,31,9,9,11,3,0,1,2,10,8,1,0,9,3.0,0.3548387096774194,0.21212121212121213,1.2258064516129032,0.7272727272727273,0.464390243902439,0.3083783783783784,5.222222222222222,1.2222222222222223,0.1935483870967742,0.9,2
20180930SKSS0,20180930,SS,SK,B,L,27,175,37,9,5,0,2,0,2,12,0,8,4,0,14,4,35,4,4,8,0,1,1,2,4,11,1,1,8,4.0,0.22857142857142856,0.24324324324324326,0.7142857142857143,0.8378378378378378,0.303076923076923,0.3515384615384616,3.888888888888889,1.2222222222222223,0.14285714285714285,0.2,2
20181003HTSS0,20181003,SS,HT,B,W,27,153,34,12,1,0,1,0,3,11,1,5,5,1,9,2,44,19,20,20,6,1,2,0,7,12,1,0,7,5.0,0.45454545454545453,0.35294117647058826,1.3863636363636365,0.9117647058823529,0.5501960784313726,0.38756756756756755,3.0,1.6666666666666667,0.3181818181818182,0.9411764705882353,2
20181006SSKT0,20181006,SS,KT,T,L,24,145,32,9,3,0,0,1,2,10,0,6,5,0,10,4,31,1,1,6,0,0,1,0,4,4,1,1,7,5.625,0.1935483870967742,0.28125,0.6129032258064516,0.71875,0.266,0.30970588235294116,1.25,1.375,0.0967741935483871,0.02702702702702703,2
20181009SSSK0,20181009,SS,SK,T,W,27,163,36,8,0,0,2,0,4,9,0,4,4,1,13,1,37,8,8,11,0,0,3,2,4,10,0,0,7,4.0,0.2972972972972973,0.2222222222222222,0.9459459459459459,0.7222222222222222,0.39463414634146343,0.3075,5.222222222222222,1.3333333333333333,0.24324324324324326,0.8,2
20181013WOSS0,20181013,SS,WO,B,W,27,144,35,9,0,1,2,1,3,6,1,5,5,1,8,4,40,12,12,18,2,0,4,2,3,8,1,0,8,5.0,0.45,0.2571428571428571,1.325,0.8285714285714286,0.5509302325581394,0.3481578947368421,5.555555555555555,1.3333333333333333,0.35,0.8520710059171598,2
20190323SSNC0,20190323,SS,NC,T,L,24,144,31,8,0,0,3,0,5,7,0,7,7,0,11,7,29,0,0,4,0,0,0,0,2,5,3,0,4,7.875,0.13793103448275862,0.25806451612903225,0.3448275862068966,0.967741935483871,0.1593548387096774,0.3944444444444445,8.0,1.625,0.0,0.0,2
20190324SSNC0,20190324,SS,NC,T,W,27,136,37,8,0,0,1,1,1,5,0,3,3,1,16,3,30,3,4,5,2,0,0,0,10,7,0,2,11,3.0,0.16666666666666666,0.21621621621621623,0.7333333333333333,0.5405405405405406,0.30274999999999996,0.23736842105263156,3.6666666666666665,1.0,0.06666666666666667,0.64,2
20190326SSLT0,20190326,SS,LT,T,L,24,166,34,9,2,0,0,0,2,4,2,7,6,0,18,3,31,2,2,4,1,0,1,0,2,10,0,2,4,6.75,0.12903225806451613,0.2647058823529412,0.45161290322580644,0.6470588235294118,0.19787878787878785,0.28194444444444444,2.75,1.375,0.12903225806451613,0.07547169811320754,2
20190327SSLT0,20190327,SS,LT,T,W,27,158,35,8,3,0,2,0,5,7,0,4,4,1,9,3,51,23,23,24,3,1,8,0,11,10,0,0,12,4.0,0.47058823529411764,0.22857142857142856,1.7254901960784315,0.8571428571428571,0.6532258064516129,0.35324999999999995,6.0,1.4444444444444444,0.5686274509803921,0.9706422018348624,2
20190328SSLT0,20190328,SS,LT,T,W,27,180,37,11,3,0,0,0,3,12,1,7,6,1,15,3,38,10,12,12,1,0,2,2,12,9,2,1,12,6.0,0.3157894736842105,0.2972972972972973,1.131578947368421,0.7567567567567568,0.4352,0.325,1.3333333333333333,1.5555555555555556,0.18421052631578946,0.7461139896373057,2
20190329OBSS0,20190329,SS,OB,B,L,27,181,36,11,3,0,1,0,5,6,2,3,3,0,15,1,36,2,2,11,2,0,0,0,0,10,2,1,7,3.0,0.3055555555555556,0.3055555555555556,0.6666666666666666,0.9166666666666666,0.29305555555555557,0.3802439024390244,4.777777777777778,1.7777777777777777,0.05555555555555555,0.3076923076923077,2
20190330OBSS0,20190330,SS,OB,B,L,27,111,30,5,2,0,1,0,4,4,2,4,4,0,24,1,30,2,2,5,1,0,1,1,3,9,0,0,6,4.0,0.16666666666666666,0.16666666666666666,0.5666666666666667,0.6333333333333333,0.24575757575757573,0.27,4.888888888888889,1.0,0.13333333333333333,0.2,2
20190331OBSS0,20190331,SS,OB,B,L,27,173,35,9,0,1,2,2,6,12,1,9,8,0,12,4,35,4,4,10,0,1,2,2,6,7,0,1,11,8.0,0.2857142857142857,0.2571428571428571,0.9714285714285714,0.9142857142857143,0.3948780487804878,0.37317073170731707,5.222222222222222,1.6666666666666667,0.22857142857142856,0.16494845360824742,2
20190402HTSS0,20190402,SS,HT,B,L,27,158,33,7,2,1,0,1,8,9,0,4,4,0,15,4,34,1,1,6,1,0,0,1,2,8,1,0,8,4.0,0.17647058823529413,0.21212121212121213,0.4411764705882353,0.7878787878787878,0.19722222222222222,0.32292682926829275,3.6666666666666665,1.6666666666666667,0.029411764705882353,0.058823529411764705,2
20190403HTSS0,20190403,SS,HT,B,W,27,173,35,9,2,0,0,0,3,13,1,3,1,1,12,1,27,6,6,3,2,0,1,2,4,4,0,2,2,1.0,0.1111111111111111,0.2571428571428571,0.5555555555555556,0.6571428571428571,0.23870967741935484,0.28526315789473683,1.1111111111111112,1.3333333333333333,0.18518518518518517,0.8,2
20190404HTSS0,20190404,SS,HT,B,W,27,161,35,8,1,0,1,2,5,6,0,7,4,1,11,3,34,12,12,14,3,0,3,1,4,6,0,2,5,4.0,0.4117647058823529,0.22857142857142856,1.2941176470588236,0.7142857142857143,0.5260526315789474,0.30399999999999994,4.777777777777778,1.4444444444444444,0.35294117647058826,0.7461139896373057,2
20190405SSSK0,20190405,SS,SK,T,L,24,130,33,9,1,0,0,1,5,7,1,3,3,0,13,3,35,0,0,8,1,0,0,1,3,7,0,1,11,3.375,0.22857142857142856,0.2727272727272727,0.5714285714285714,0.7272727272727273,0.2518421052631579,0.31157894736842107,3.125,1.75,0.02857142857142857,0.0,2
20190406SSSK0,20190406,SS,SK,T,L,25,132,31,8,0,0,0,0,1,10,0,2,2,0,21,0,30,1,1,3,2,0,0,1,0,8,0,0,3,2.16,0.1,0.25806451612903225,0.26666666666666666,0.5483870967741935,0.11433333333333334,0.24406250000000002,0.96,1.0799999999999998,0.06666666666666667,0.2,2
20190407SSSK0,20190407,SS,SK,T,L,25,138,31,7,1,0,2,1,3,6,1,3,3,0,18,1,35,2,2,9,3,0,0,1,7,6,0,1,14,3.2399999999999998,0.2571428571428571,0.22580645161290322,0.8,0.7741935483870968,0.33285714285714285,0.3264705882352942,5.76,1.2,0.08571428571428572,0.3076923076923077,2
