G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,START_CK,RELIEF_CK,INN2,BF,PA,AB,HIT,HR,KK,BB,R,ER,
20200713WOHT0,20200713,HT,WO,B,69620,0,1,6,20,6,6,0,0,4,0,0,0,
20200714HHKT0,20200714,KT,HH,B,50040,1,0,21,95,26,25,9,0,4,1,1,1,
20200714HHKT0,20200714,HH,KT,T,61156,0,1,3,27,6,5,1,0,2,1,0,0,
20200714HHKT0,20200714,HH,KT,T,64554,0,1,3,12,4,3,0,0,1,1,0,0,
20200714HHKT0,20200714,HH,KT,T,67703,0,1,1,1,1,1,0,0,0,0,0,0,
20200714HHKT0,20200714,KT,HH,B,69041,0,1,3,18,4,4,1,1,1,0,1,1,
20200714HHKT0,20200714,HH,KT,T,69744,1,0,17,107,26,24,11,2,5,1,7,6,
20200714HHKT0,20200714,KT,HH,B,75342,0,1,3,11,3,2,0,0,1,1,0,0,
20200714HTSS0,20200714,SS,HT,B,50404,1,0,21,101,25,25,8,0,3,0,0,0,
20200714HTSS0,20200714,HT,SS,T,65616,1,0,15,87,21,18,8,1,3,1,4,4,
20200714HTSS0,20200714,HT,SS,T,65639,0,1,4,15,4,3,0,0,1,1,0,0,
20200714HTSS0,20200714,SS,HT,B,67421,0,1,3,14,3,3,0,0,1,0,0,0,
20200714HTSS0,20200714,HT,SS,T,69516,0,1,5,43,10,6,2,1,0,4,1,1,
20200714HTSS0,20200714,SS,HT,B,75421,0,1,3,17,5,4,1,0,1,1,0,0,
20200714LGLT0,20200714,LT,LG,B,50558,1,0,24,103,26,25,3,0,5,1,0,0,
20200714LGLT0,20200714,LT,LG,B,64565,0,1,3,10,3,3,0,0,0,0,0,0,
20200714LGLT0,20200714,LG,LT,T,67119,0,1,0,23,6,4,4,0,0,2,3,2,
20200714LGLT0,20200714,LG,LT,T,69103,1,0,21,92,29,24,8,0,5,3,2,2,
20200714LGLT0,20200714,LG,LT,T,79825,0,1,3,11,3,3,0,0,1,0,0,0,
20200714NCWO0,20200714,NC,WO,T,60263,1,0,16,100,28,24,11,2,3,4,5,5,
20200714NCWO0,20200714,WO,NC,B,61268,0,1,3,16,3,3,0,0,2,0,0,0,
20200714NCWO0,20200714,NC,WO,T,61295,0,1,5,16,4,4,0,0,1,0,0,0,
20200714NCWO0,20200714,WO,NC,B,63342,0,1,3,11,3,3,0,0,2,0,0,0,
20200714NCWO0,20200714,WO,NC,B,67313,1,0,15,82,19,18,3,1,2,1,1,1,
20200714NCWO0,20200714,WO,NC,B,68341,0,1,3,11,3,3,0,0,2,0,0,0,
20200714NCWO0,20200714,NC,WO,T,75867,0,1,3,14,4,3,1,0,0,1,0,0,
20200714NCWO0,20200714,WO,NC,B,76430,0,1,3,12,4,3,0,0,0,0,0,0,
20200714SKOB0,20200714,SK,OB,T,62056,0,1,3,18,6,5,2,0,1,1,1,1,
20200714SKOB0,20200714,OB,SK,B,62951,0,1,3,8,4,4,1,0,1,0,0,0,
20200714SKOB0,20200714,OB,SK,B,63292,0,1,5,38,8,7,2,1,0,1,1,1,
20200714SKOB0,20200714,SK,OB,T,64861,1,0,21,96,25,25,5,1,4,0,3,3,
20200714SKOB0,20200714,SK,OB,T,64893,0,1,1,10,1,1,0,0,1,0,0,0,
20200714SKOB0,20200714,OB,SK,B,65241,0,1,2,22,5,4,2,0,1,1,3,3,
20200714SKOB0,20200714,OB,SK,B,66291,1,0,16,88,25,23,7,0,3,2,5,4,
20200714SKOB0,20200714,SK,OB,T,67863,0,1,2,25,7,7,7,0,0,0,3,3,
20200714SKOB0,20200714,OB,SK,B,76329,0,1,1,11,4,2,2,0,0,1,3,3,
20200715HHKT0,20200715,HH,KT,T,50705,0,1,2,27,5,3,1,0,1,2,0,0,
20200715HHKT0,20200715,HH,KT,T,63464,0,1,1,8,2,2,1,0,0,0,0,0,
20200715HHKT0,20200715,HH,KT,T,63765,0,1,2,8,2,2,0,0,1,0,0,0,
20200715HHKT0,20200715,KT,HH,B,64047,0,1,3,5,3,3,0,0,1,0,0,0,
20200715HHKT0,20200715,KT,HH,B,65048,1,0,15,99,27,24,10,0,3,3,6,6,
20200715HHKT0,20200715,HH,KT,T,65769,1,0,17,103,24,22,6,0,9,2,1,1,
20200715HHKT0,20200715,HH,KT,T,67703,0,1,3,22,6,5,3,0,2,0,2,2,
20200715HHKT0,20200715,HH,KT,T,74857,0,1,2,10,2,2,0,0,2,0,0,0,
20200715HHKT0,20200715,KT,HH,B,75340,0,1,3,24,4,3,0,0,1,1,0,0,
20200715HHKT0,20200715,KT,HH,B,76757,0,1,3,22,5,4,1,0,2,1,1,1,
20200715HHKT0,20200715,KT,HH,B,77563,0,1,3,9,4,4,1,0,0,0,0,0,
20200715HTSS0,20200715,HT,SS,T,50640,1,0,17,106,24,20,4,1,9,3,2,2,
20200715HTSS0,20200715,HT,SS,T,63638,0,1,3,11,3,3,1,0,0,0,0,0,
20200715HTSS0,20200715,HT,SS,T,66609,0,1,3,12,3,3,0,0,3,0,0,0,
20200715HTSS0,20200715,SS,HT,B,67421,0,1,2,30,5,4,2,0,1,1,1,1,
20200715HTSS0,20200715,SS,HT,B,73117,0,1,4,15,5,4,1,0,0,0,0,0,
20200715HTSS0,20200715,SS,HT,B,75421,0,1,4,30,7,7,4,1,1,0,3,3,
20200715HTSS0,20200715,SS,HT,B,77446,1,0,17,96,23,20,3,0,4,2,1,0,
20200715HTSS0,20200715,HT,SS,T,78247,0,1,4,16,4,4,1,0,1,0,0,0,
20200715LGLT0,20200715,LT,LG,B,50524,1,0,13,85,26,23,13,1,4,2,8,8,
20200715LGLT0,20200715,LT,LG,B,50556,0,1,3,15,3,3,0,0,0,0,0,0,
20200715LGLT0,20200715,LT,LG,B,60559,0,1,3,8,3,3,0,0,1,0,0,0,
20200715LGLT0,20200715,LG,LT,T,66145,0,1,4,17,6,6,2,0,3,0,0,0,
20200715LGLT0,20200715,LG,LT,T,68135,1,0,18,93,25,24,8,2,3,1,2,2,
20200715LGLT0,20200715,LT,LG,B,78536,0,1,5,30,7,6,1,0,2,1,0,0,
20200715LGLT0,20200715,LG,LT,T,79140,0,1,5,29,8,7,2,1,1,1,1,1,
20200715LGLT0,20200715,LT,LG,B,79545,0,1,3,19,5,5,4,0,1,0,1,1,
20200715NCWO0,20200715,NC,WO,T,61295,0,1,2,14,5,4,2,1,1,1,3,3,
20200715NCWO0,20200715,WO,NC,B,62360,0,1,2,19,5,4,2,0,0,1,1,1,
20200715NCWO0,20200715,WO,NC,B,63342,0,1,3,15,4,4,2,0,0,0,0,0,
20200715NCWO0,20200715,NC,WO,T,63959,0,1,1,14,3,2,1,0,1,1,2,2,
20200715NCWO0,20200715,NC,WO,T,64995,0,1,3,16,4,4,1,0,2,0,0,0,
20200715NCWO0,20200715,NC,WO,T,66920,1,0,15,106,23,19,8,0,2,4,2,2,
20200715NCWO0,20200715,WO,NC,B,68341,0,1,1,5,1,1,0,0,1,0,0,0,
20200715NCWO0,20200715,WO,NC,B,69343,1,0,21,88,27,25,9,1,2,2,3,3,
20200715NCWO0,20200715,NC,WO,T,79358,0,1,3,19,4,3,0,0,1,1,0,0,
20200715SKOB0,20200715,SK,OB,T,50835,1,0,15,101,26,23,12,1,0,2,5,5,
20200715SKOB0,20200715,OB,SK,B,61643,0,1,5,33,8,7,2,0,2,1,0,0,
20200715SKOB0,20200715,OB,SK,B,63248,0,1,4,18,4,4,0,0,2,0,0,0,
20200715SKOB0,20200715,SK,OB,T,64768,0,1,4,18,4,4,0,0,0,0,0,0,
20200715SKOB0,20200715,SK,OB,T,65411,0,1,3,18,5,5,3,0,1,0,0,0,
20200715SKOB0,20200715,OB,SK,B,69045,1,0,18,104,25,24,8,0,6,0,2,2,
20200715SKOB0,20200715,SK,OB,T,76858,0,1,2,21,5,4,3,0,1,1,2,2,
20200716HHKT0,20200716,HH,KT,T,61156,0,1,3,13,3,3,0,0,2,0,0,0,
20200716HHKT0,20200716,HH,KT,T,64554,0,1,1,10,2,1,0,0,0,1,0,0,
20200716HHKT0,20200716,HH,KT,T,64760,0,1,3,14,4,4,2,0,2,0,0,0,
20200716HHKT0,20200716,KT,HH,B,65060,0,1,3,12,4,4,1,0,0,0,0,0,
20200716HHKT0,20200716,KT,HH,B,65062,0,1,3,13,3,3,0,0,1,0,0,0,
20200716HHKT0,20200716,HH,KT,T,65764,1,0,17,93,25,21,7,1,1,4,4,4,
20200716HHKT0,20200716,KT,HH,B,69032,1,0,21,97,25,25,5,0,7,0,1,1,
20200716HTSS0,20200716,SS,HT,B,50449,1,0,1,30,6,2,1,0,0,4,3,3,
20200716HTSS0,20200716,HT,SS,T,50662,0,1,0,9,1,1,1,0,0,0,0,0,
20200716HTSS0,20200716,SS,HT,B,61365,0,1,17,84,19,17,3,0,5,2,0,0,
20200716HTSS0,20200716,SS,HT,B,62920,0,1,2,8,3,3,1,1,1,0,1,1,
20200716HTSS0,20200716,HT,SS,T,63628,0,1,7,32,10,10,3,0,0,0,0,0,
20200716HTSS0,20200716,HT,SS,T,63638,0,1,5,17,6,6,1,0,1,0,0,0,
20200716HTSS0,20200716,HT,SS,T,65639,0,1,1,4,0,0,0,0,0,0,0,0,
20200716HTSS0,20200716,SS,HT,B,67443,0,1,1,12,3,3,3,0,1,0,2,2,
20200716HTSS0,20200716,SS,HT,B,68403,0,1,6,29,9,7,2,0,1,1,1,1,
20200716HTSS0,20200716,HT,SS,T,77637,1,0,10,77,20,16,8,2,3,3,7,7,
20200716HTSS0,20200716,HT,SS,T,78247,0,1,3,31,7,5,2,0,1,2,1,1,
20200716LGLT0,20200716,LT,LG,B,60559,0,1,2,20,6,4,3,0,0,1,1,1,
20200716LGLT0,20200716,LG,LT,T,62146,0,1,1,5,1,1,0,0,1,0,0,0,
20200716LGLT0,20200716,LT,LG,B,63512,0,1,3,13,3,3,0,0,1,0,0,0,
20200716LGLT0,20200716,LT,LG,B,63543,0,1,3,11,3,2,0,0,0,1,0,0,
20200716LGLT0,20200716,LT,LG,B,64565,0,1,2,20,5,5,3,0,0,0,1,1,
20200716LGLT0,20200716,LG,LT,T,67119,0,1,3,26,7,7,4,0,0,0,3,2,
20200716LGLT0,20200716,LT,LG,B,76355,1,0,13,93,22,20,9,1,3,3,6,6,
20200716LGLT0,20200716,LG,LT,T,78148,1,0,17,92,28,26,10,1,6,2,10,5,
20200716LGLT0,20200716,LT,LG,B,78536,0,1,1,10,2,1,1,0,0,1,2,2,
20200716LGLT0,20200716,LT,LG,B,79293,0,1,3,16,4,3,1,0,0,1,0,0,
20200716LGLT0,20200716,LG,LT,T,79825,0,1,3,19,6,6,4,1,0,0,2,2,
20200716NCWO0,20200716,WO,NC,B,50360,0,1,4,37,8,8,5,0,3,0,2,2,
20200716NCWO0,20200716,WO,NC,B,60336,1,0,8,73,16,13,5,1,5,3,5,5,
20200716NCWO0,20200716,WO,NC,B,63348,0,1,8,43,11,10,3,0,2,1,1,1,
20200716NCWO0,20200716,WO,NC,B,66018,0,1,4,23,7,5,2,0,0,2,1,1,
20200716NCWO0,20200716,WO,NC,B,67391,0,1,3,12,4,4,2,0,0,0,0,0,
20200716NCWO0,20200716,NC,WO,T,69940,1,0,21,100,27,26,5,0,5,1,0,0,
20200716NCWO0,20200716,NC,WO,T,69962,0,1,3,14,3,3,0,0,1,0,0,0,
20200716NCWO0,20200716,NC,WO,T,75867,0,1,3,22,6,6,3,0,3,0,1,1,
20200716SKOB0,20200716,OB,SK,B,50234,1,0,3,17,5,4,1,0,2,1,0,0,
20200716SKOB0,20200716,SK,OB,T,62056,0,1,3,17,4,4,1,0,0,0,0,0,
20200716SKOB0,20200716,OB,SK,B,62242,0,1,1,10,2,2,1,1,0,0,1,1,
20200716SKOB0,20200716,OB,SK,B,62951,0,1,2,6,2,2,0,0,0,0,0,0,
20200716SKOB0,20200716,OB,SK,B,63248,0,1,3,12,4,4,1,0,1,0,0,0,
20200716SKOB0,20200716,OB,SK,B,65241,0,1,6,29,7,6,0,0,1,1,0,0,
20200716SKOB0,20200716,SK,OB,T,65411,0,1,3,25,5,4,1,0,2,1,0,0,
20200716SKOB0,20200716,OB,SK,B,67266,0,1,12,56,17,16,4,0,2,1,1,0,
20200716SKOB0,20200716,SK,OB,T,69839,1,0,12,77,19,17,8,0,4,1,4,4,
20200716SKOB0,20200716,SK,OB,T,75138,0,1,3,15,4,4,3,0,0,0,0,0,
20200716SKOB0,20200716,SK,OB,T,76350,0,1,3,7,3,3,0,0,0,0,0,0,
20200717HHLG0,20200717,LG,HH,B,61101,1,0,18,93,22,20,3,0,5,2,0,0,
20200717HHLG0,20200717,LG,HH,B,61145,0,1,0,11,2,1,1,0,0,1,0,0,
20200717HHLG0,20200717,LG,HH,B,62146,0,1,3,12,3,3,0,0,0,0,0,0,
20200717HHLG0,20200717,HH,LG,T,63464,0,1,3,18,6,5,3,0,1,1,1,1,
20200717HHLG0,20200717,HH,LG,T,64554,0,1,6,29,8,6,0,0,2,2,0,0,
20200717HHLG0,20200717,HH,LG,T,64760,0,1,3,37,8,6,2,2,1,2,4,4,
20200717HHLG0,20200717,HH,LG,T,68701,1,0,12,81,18,15,7,1,6,3,3,3,
20200717HHLG0,20200717,LG,HH,B,76650,0,1,3,18,3,3,0,0,3,0,0,0,
20200717HHLG0,20200717,LG,HH,B,79140,0,1,3,11,2,2,0,0,1,0,0,0,
20200717KTNC0,20200717,KT,NC,T,50030,1,0,18,91,23,21,6,0,4,2,2,2,
20200717KTNC0,20200717,NC,KT,B,50912,1,0,18,101,25,23,6,0,4,2,2,2,
20200717KTNC0,20200717,NC,KT,B,63959,0,1,2,15,3,3,1,0,0,0,0,0,
20200717KTNC0,20200717,NC,KT,B,63991,0,1,6,22,6,6,0,0,1,0,0,0,
20200717KTNC0,20200717,KT,NC,T,64047,0,1,1,4,1,1,0,0,1,0,0,0,
20200717KTNC0,20200717,NC,KT,B,64995,0,1,4,16,5,5,3,0,2,0,1,1,
20200717KTNC0,20200717,KT,NC,T,65060,0,1,4,28,6,4,0,0,1,2,0,0,
20200717KTNC0,20200717,KT,NC,T,65062,0,1,5,36,7,6,1,0,3,1,0,0,
20200717KTNC0,20200717,NC,KT,B,69962,0,1,3,20,3,3,0,0,2,0,0,0,
20200717KTNC0,20200717,KT,NC,T,75342,0,1,6,22,6,6,0,0,1,0,0,0,
20200717KTNC0,20200717,NC,KT,B,76118,0,1,3,25,5,4,1,0,0,1,0,0,
20200717KTNC0,20200717,KT,NC,T,76757,0,1,2,20,4,3,2,0,0,0,1,1,
20200717LTSS0,20200717,LT,SS,T,50556,0,1,3,17,5,5,3,0,1,0,1,1,
20200717LTSS0,20200717,SS,LT,B,60146,0,1,1,9,2,2,1,0,0,0,0,0,
20200717LTSS0,20200717,LT,SS,T,60559,0,1,4,19,7,6,2,1,0,1,3,3,
20200717LTSS0,20200717,LT,SS,T,62595,0,1,5,48,11,8,5,1,1,2,4,4,
20200717LTSS0,20200717,SS,LT,B,65496,0,1,2,10,3,2,0,0,1,1,1,1,
20200717LTSS0,20200717,SS,LT,B,67421,0,1,1,6,2,2,2,0,0,0,0,0,
20200717LTSS0,20200717,SS,LT,B,67443,0,1,0,15,4,3,3,1,0,1,4,4,
20200717LTSS0,20200717,SS,LT,B,68419,1,0,20,113,27,25,9,0,4,1,5,2,
20200717LTSS0,20200717,LT,SS,T,69539,1,0,9,83,18,16,9,0,3,2,5,5,
20200717LTSS0,20200717,SS,LT,B,75421,0,1,3,12,4,4,1,0,0,0,0,0,
20200717LTSS0,20200717,LT,SS,T,79545,0,1,3,26,6,4,2,0,0,1,2,2,
20200717OBHT0,20200717,HT,OB,B,50636,1,0,24,105,30,29,7,0,2,1,2,2,
20200717OBHT0,20200717,OB,HT,T,62951,0,1,4,27,5,4,0,0,2,1,0,0,
20200717OBHT0,20200717,OB,HT,T,63292,0,1,1,9,2,1,0,0,0,1,0,0,
20200717OBHT0,20200717,HT,OB,B,66609,0,1,3,14,3,2,0,0,0,1,0,0,
20200717OBHT0,20200717,OB,HT,T,76329,0,1,1,8,2,2,1,0,0,0,0,0,
20200717OBHT0,20200717,OB,HT,T,79229,1,0,18,97,27,23,11,1,3,3,4,3,
20200717WOSK0,20200717,WO,SK,T,61268,0,1,4,31,7,5,2,0,1,1,2,2,
20200717WOSK0,20200717,SK,WO,B,61895,0,1,3,18,3,3,0,0,2,0,0,0,
20200717WOSK0,20200717,SK,WO,B,62056,0,1,4,31,5,4,0,0,2,1,0,0,
20200717WOSK0,20200717,WO,SK,T,62360,0,1,4,22,6,6,5,0,2,0,1,1,
20200717WOSK0,20200717,WO,SK,T,63342,0,1,1,11,3,3,2,0,1,0,0,0,
20200717WOSK0,20200717,SK,WO,B,63894,0,1,3,22,6,5,2,0,2,1,1,1,
20200717WOSK0,20200717,WO,SK,T,64051,0,1,3,16,4,4,1,1,0,0,1,1,
20200717WOSK0,20200717,SK,WO,B,64893,0,1,2,21,5,3,1,0,1,2,0,0,
20200717WOSK0,20200717,SK,WO,B,66859,1,0,9,79,18,15,8,1,2,3,5,5,
20200717WOSK0,20200717,WO,SK,T,67603,1,0,7,48,13,10,3,0,2,3,4,3,
20200717WOSK0,20200717,WO,SK,T,68341,0,1,3,24,7,5,2,1,0,2,4,4,
20200717WOSK0,20200717,SK,WO,B,75138,0,1,3,9,3,2,0,0,0,1,0,0,
20200717WOSK0,20200717,SK,WO,B,76350,0,1,3,24,7,6,4,1,1,1,3,3,
20200717WOSK0,20200717,WO,SK,T,76430,0,1,2,13,3,2,0,0,1,1,0,0,
20200718HHLG0,20200718,HH,LG,T,50705,0,1,3,17,3,3,0,0,2,0,0,0,
20200718HHLG0,20200718,HH,LG,T,63765,0,1,3,15,5,5,2,0,0,0,1,0,
20200718HHLG0,20200718,LG,HH,B,69159,0,1,5,33,8,7,3,0,0,1,1,1,
20200718HHLG0,20200718,LG,HH,B,76455,1,0,21,106,27,24,6,0,1,3,0,0,
20200718HHLG0,20200718,LG,HH,B,76650,0,1,1,10,2,1,0,0,1,1,0,0,
20200718HHLG0,20200718,HH,LG,T,77318,1,0,18,98,24,19,3,1,6,4,2,2,
20200718KTNC0,20200718,NC,KT,B,61295,0,1,3,6,3,3,0,0,0,0,0,0,
20200718KTNC0,20200718,NC,KT,B,65933,1,0,21,95,24,22,2,0,10,2,0,0,
20200718KTNC0,20200718,KT,NC,T,67045,1,0,10,74,18,16,8,1,0,2,4,4,
20200718KTNC0,20200718,KT,NC,T,68043,0,1,4,23,6,5,1,0,1,1,0,0,
20200718KTNC0,20200718,KT,NC,T,69041,0,1,3,17,4,3,1,0,1,1,1,1,
20200718KTNC0,20200718,KT,NC,T,75340,0,1,4,28,7,7,3,0,1,0,1,1,
20200718KTNC0,20200718,KT,NC,T,77563,0,1,3,23,5,2,0,0,0,3,0,0,
20200718KTNC0,20200718,NC,KT,B,79358,0,1,3,9,4,4,1,1,0,0,1,1,
20200718LTSS0,20200718,LT,SS,T,63512,0,1,3,28,5,5,3,2,0,0,2,2,
20200718LTSS0,20200718,LT,SS,T,63543,0,1,3,17,3,3,0,0,2,0,0,0,
20200718LTSS0,20200718,LT,SS,T,64021,1,0,11,91,22,16,5,0,2,5,2,2,
20200718LTSS0,20200718,LT,SS,T,64565,0,1,3,13,5,4,2,0,0,0,1,1,
20200718LTSS0,20200718,LT,SS,T,64596,0,1,1,2,1,1,0,0,0,0,0,0,
20200718LTSS0,20200718,SS,LT,B,67421,0,1,3,24,5,4,1,0,1,1,0,0,
20200718LTSS0,20200718,SS,LT,B,68403,0,1,3,21,5,3,0,0,1,2,0,0,
20200718LTSS0,20200718,SS,LT,B,69439,1,0,15,77,20,18,6,0,2,2,2,2,
20200718LTSS0,20200718,SS,LT,B,73117,0,1,3,11,3,3,0,0,0,0,0,0,
20200718LTSS0,20200718,SS,LT,B,75421,0,1,3,10,4,4,1,0,0,0,0,0,
20200718LTSS0,20200718,LT,SS,T,76225,0,1,3,15,4,4,1,0,1,0,0,0,
20200718OBHT0,20200718,HT,OB,B,50662,0,1,2,12,3,3,3,0,0,0,1,1,
20200718OBHT0,20200718,OB,HT,T,61643,0,1,4,24,6,5,2,0,3,1,0,0,
20200718OBHT0,20200718,OB,HT,T,65241,0,1,5,28,7,5,1,0,0,2,0,0,
20200718OBHT0,20200718,HT,OB,B,65639,0,1,4,23,7,5,1,0,0,2,0,0,
20200718OBHT0,20200718,OB,HT,T,67246,0,1,3,19,5,5,2,0,1,0,0,0,
20200718OBHT0,20200718,OB,HT,T,67263,1,0,15,87,20,18,5,0,3,2,0,0,
20200718OBHT0,20200718,HT,OB,B,69516,0,1,8,59,17,12,5,0,0,4,2,2,
20200718OBHT0,20200718,HT,OB,B,69620,1,0,13,79,17,12,5,0,1,2,3,3,
20200718WOSK0,20200718,SK,WO,B,60841,1,0,18,100,24,22,7,1,5,2,2,2,
20200718WOSK0,20200718,SK,WO,B,61895,0,1,3,16,5,4,1,1,0,1,2,2,
20200718WOSK0,20200718,WO,SK,T,62360,0,1,3,15,4,4,1,0,0,0,0,0,
20200718WOSK0,20200718,WO,SK,T,62363,1,0,20,99,25,24,4,1,7,1,1,1,
20200718WOSK0,20200718,WO,SK,T,63342,0,1,3,23,4,3,0,0,1,1,0,0,
20200718WOSK0,20200718,WO,SK,T,64051,0,1,1,4,1,1,0,0,0,0,0,0,
20200718WOSK0,20200718,SK,WO,B,64768,0,1,3,7,3,3,0,0,0,0,0,0,
20200718WOSK0,20200718,SK,WO,B,76350,0,1,3,16,4,3,0,0,1,1,0,0,
20200719HHLG0,20200719,HH,LG,T,50705,0,1,1,6,2,2,1,0,1,0,0,0,
20200719HHLG0,20200719,HH,LG,T,63765,0,1,1,15,3,2,1,0,0,1,0,0,
20200719HHLG0,20200719,LG,HH,B,66145,0,1,2,8,4,2,1,0,0,2,0,0,
20200719HHLG0,20200719,LG,HH,B,67119,0,1,3,8,3,3,0,0,1,0,0,0,
20200719HHLG0,20200719,LG,HH,B,69103,1,0,19,96,26,25,8,0,11,1,1,1,
20200719HHLG0,20200719,HH,LG,T,69744,1,0,22,94,29,28,7,1,3,1,6,5,
20200719HHLG0,20200719,LG,HH,B,76650,0,1,3,17,4,4,1,0,2,0,1,1,
20200719KTNC0,20200719,KT,NC,T,50040,1,0,14,123,28,26,13,1,6,2,8,8,
20200719KTNC0,20200719,NC,KT,B,60263,1,0,18,97,23,22,4,1,7,1,2,2,
20200719KTNC0,20200719,KT,NC,T,64047,0,1,1,5,1,1,0,0,1,0,0,0,
20200719KTNC0,20200719,NC,KT,B,64995,0,1,3,13,3,3,0,0,1,0,0,0,
20200719KTNC0,20200719,KT,NC,T,69041,0,1,3,15,4,3,0,0,0,1,0,0,
20200719KTNC0,20200719,NC,KT,B,69962,0,1,3,16,4,4,1,0,1,0,0,0,
20200719KTNC0,20200719,KT,NC,T,75342,0,1,3,9,3,3,1,0,0,0,0,0,
20200719KTNC0,20200719,NC,KT,B,75867,0,1,3,18,3,3,0,0,0,0,0,0,
20200719KTNC0,20200719,KT,NC,T,76757,0,1,3,14,4,3,0,0,1,1,0,0,
20200719LTSS0,20200719,SS,LT,B,50404,1,0,24,112,28,26,7,1,7,1,2,2,
20200719LTSS0,20200719,LT,SS,T,50558,1,0,18,98,22,21,4,1,6,1,1,1,
20200719LTSS0,20200719,LT,SS,T,62528,0,1,4,33,6,5,1,0,3,1,0,0,
20200719LTSS0,20200719,LT,SS,T,63512,0,1,2,7,2,2,1,0,0,0,0,0,
20200719LTSS0,20200719,LT,SS,T,63543,0,1,3,17,4,3,1,0,0,1,0,0,
20200719LTSS0,20200719,SS,LT,B,73117,0,1,3,18,3,3,0,0,0,0,0,0,
20200719OBHT0,20200719,HT,OB,B,50662,0,1,2,5,2,2,0,0,1,0,0,0,
20200719OBHT0,20200719,OB,HT,T,61643,0,1,3,9,3,3,1,0,0,0,0,0,
20200719OBHT0,20200719,OB,HT,T,62951,0,1,2,16,3,2,0,0,0,1,0,0,
20200719OBHT0,20200719,OB,HT,T,63248,0,1,3,29,5,3,0,0,1,2,0,0,
20200719OBHT0,20200719,HT,OB,B,63628,0,1,4,26,7,6,4,0,1,2,2,2,
20200719OBHT0,20200719,HT,OB,B,65616,1,0,18,79,26,25,8,1,1,1,4,4,
20200719OBHT0,20200719,OB,HT,T,66291,1,0,15,101,23,20,8,0,4,3,4,4,
20200719OBHT0,20200719,OB,HT,T,76329,0,1,4,22,4,4,0,0,0,0,0,0,
20200719OBHT0,20200719,HT,OB,B,78247,0,1,3,27,6,4,2,0,1,2,2,2,
20200719WOSK0,20200719,WO,SK,T,61268,0,1,1,3,1,1,0,0,0,0,0,0,
20200719WOSK0,20200719,SK,WO,B,61895,0,1,2,17,4,2,0,0,0,2,0,0,
20200719WOSK0,20200719,SK,WO,B,62869,1,0,21,94,28,26,6,1,3,2,3,3,
20200719WOSK0,20200719,WO,SK,T,63348,0,1,3,17,4,3,0,0,0,1,0,0,
20200719WOSK0,20200719,SK,WO,B,64893,0,1,3,14,3,3,0,0,1,0,0,0,
20200719WOSK0,20200719,WO,SK,T,67313,1,0,15,82,19,18,4,0,7,1,0,0,
20200719WOSK0,20200719,WO,SK,T,67391,0,1,2,32,4,2,0,0,1,2,0,0,
20200719WOSK0,20200719,WO,SK,T,68341,0,1,2,33,7,4,1,0,2,3,4,4,
20200719WOSK0,20200719,WO,SK,T,69399,0,1,1,6,2,2,1,0,0,0,0,0,
20200719WOSK0,20200719,SK,WO,B,75138,0,1,1,9,2,2,1,0,0,0,0,0,
20200721HHHT0,20200721,HH,HT,B,65769,1,0,11,95,21,16,7,1,3,5,5,5,
20200721HHHT0,20200721,HH,HT,B,67703,0,1,4,24,6,5,2,0,1,1,1,1,
20200721HHHT0,20200721,HH,HT,B,61156,0,1,3,16,4,3,0,0,0,1,0,0,
20200721HHHT0,20200721,HH,HT,B,64554,0,1,3,25,6,4,1,0,0,2,1,1,
20200721HHHT0,20200721,HH,HT,B,64760,0,1,3,29,6,6,3,0,2,0,1,1,
20200721HHHT0,20200721,HH,HT,B,63464,0,1,3,33,7,7,3,1,2,0,2,1,
20200721HTHH0,20200721,HT,HH,T,No_Code,0,1,3,11,3,3,0,0,1,0,0,0,
20200721HTHH0,20200721,HT,HH,T,66663,0,1,3,17,6,5,2,1,2,1,2,2,
20200721HTHH0,20200721,HT,HH,T,50640,1,0,20,100,22,20,1,0,4,2,0,0,
20200721HTHH0,20200721,HT,HH,T,63638,0,1,1,5,1,1,0,0,0,0,0,0,
20200721KTLG0,20200721,KT,LG,B,65516,1,0,15,90,25,22,9,0,3,3,6,6,
20200721KTLG0,20200721,KT,LG,B,75340,0,1,5,28,8,6,2,1,0,2,2,2,
20200721KTLG0,20200721,KT,LG,B,68043,0,1,1,4,1,1,0,0,1,0,0,0,
20200721KTLG0,20200721,KT,LG,B,76757,0,1,0,8,1,1,1,0,0,0,0,0,
20200721KTLG0,20200721,KT,LG,B,65060,0,1,3,19,5,4,0,0,1,1,0,0,
20200721KTLG0,20200721,KT,LG,B,65062,0,1,3,19,4,4,1,1,2,0,1,1,
20200721LGKT0,20200721,LG,KT,T,69159,0,1,5,20,7,7,2,0,1,0,1,1,
20200721LGKT0,20200721,LG,KT,T,79825,0,1,0,6,1,1,1,1,0,0,1,1,
20200721LGKT0,20200721,LG,KT,T,79140,0,1,0,5,1,1,1,1,0,0,1,1,
20200721LGKT0,20200721,LG,KT,T,76650,0,1,1,9,2,2,1,1,0,0,1,1,
20200721LGKT0,20200721,LG,KT,T,66145,0,1,0,8,3,3,3,0,0,0,3,3,
20200721LGKT0,20200721,LG,KT,T,68135,1,0,18,96,23,19,3,0,6,3,1,1,
